DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/01/2017,6:30,,,40.729553,-73.91188,"(40.729553, -73.91188)",58 STREET                       ,BORDEN AVENUE,,1,0,0,0,0,0,1,0,Steering Failure,Unspecified,,,,3642869,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/01/2017,6:30,BROOKLYN,11203,40.658295,-73.93109,"(40.658295, -73.93109)",UTICA AVENUE                    ,WINTHROP STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3643609,PASSENGER VEHICLE,,,,
04/01/2017,6:30,,,40.592815,-73.90808,"(40.592815, -73.90808)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3643612,PASSENGER VEHICLE,,,,
04/01/2017,6:15,QUEENS,11354,40.765636,-73.83108,"(40.765636, -73.83108)",,,34-50     LINDEN PLACE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3643492,SPORT UTILITY / STATION WAGON,,,,
04/01/2017,6:15,BROOKLYN,11226,40.648922,-73.94938,"(40.648922, -73.94938)",SNYDER AVENUE                   ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3643591,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/01/2017,6:00,,,40.862347,-73.911896,"(40.862347, -73.911896)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3643175,PASSENGER VEHICLE,,,,
04/01/2017,5:50,MANHATTAN,10019,,,,12 AVENUE                       ,WEST 49 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3644312,TAXI,,,,
04/01/2017,5:37,,,40.804264,-73.91349,"(40.804264, -73.91349)",BRUCKNER BOULEVARD              ,EAST 137 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3646645,SPORT UTILITY / STATION WAGON,,,,
04/01/2017,5:30,,,40.71427,-73.974945,"(40.71427, -73.974945)",,,,3,0,0,0,0,0,3,0,Driver Inexperience,Unspecified,,,,3643141,PASSENGER VEHICLE,,,,
04/01/2017,5:20,QUEENS,11435,40.70557,-73.81036,"(40.70557, -73.81036)",,,146-23    HILLSIDE AVENUE               ,0,0,0,0,0,0,0,0,Fell Asleep,,,,,3643013,PASSENGER VEHICLE,,,,
04/01/2017,5:15,BROOKLYN,11218,40.643745,-73.97009,"(40.643745, -73.97009)",CONEY ISLAND AVENUE             ,BEVERLEY ROAD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3644928,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2017,5:10,,,40.764614,-73.95833,"(40.764614, -73.95833)",EAST 67 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3643914,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/01/2017,5:00,,,40.695866,-73.96969,"(40.695866, -73.96969)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3642976,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2017,5:00,QUEENS,11377,40.736664,-73.90091,"(40.736664, -73.90091)",,,50-19     65 STREET                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3647176,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/01/2017,5:00,BROOKLYN,11207,40.67591,-73.89492,"(40.67591, -73.89492)",ATLANTIC AVENUE                 ,VERMONT STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3642907,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/01/2017,5:00,BROOKLYN,11201,40.696033,-73.98453,"(40.696033, -73.98453)",FLATBUSH AVENUE EXTENSION       ,TILLARY STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3643079,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2017,4:55,BROOKLYN,11233,40.67637,-73.91126,"(40.67637, -73.91126)",,,2083      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3643108,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/01/2017,4:55,BROOKLYN,11201,40.696033,-73.98453,"(40.696033, -73.98453)",FLATBUSH AVENUE EXTENSION       ,TILLARY STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3642863,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2017,4:30,,,40.712616,-73.96951,"(40.712616, -73.96951)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3643081,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2017,4:23,,,40.723698,-74.00792,"(40.723698, -74.00792)",CANAL STREET                    ,HUDSON STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3645526,TAXI,TAXI,,,
04/01/2017,4:20,MANHATTAN,10040,40.86516,-73.927925,"(40.86516, -73.927925)",,,4742      BROADWAY                      ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3644336,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2017,4:20,BROOKLYN,11226,40.651546,-73.95257,"(40.651546, -73.95257)",MARTENSE STREET                 ,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3643595,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2017,4:13,BRONX,10470,40.895374,-73.86356,"(40.895374, -73.86356)",WEBSTER AVENUE                  ,EAST 233 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3644313,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/01/2017,4:10,MANHATTAN,10012,40.72032,-73.99404,"(40.72032, -73.99404)",BOWERY                          ,KENMARE STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3643066,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/01/2017,4:05,,,40.801754,-73.93121,"(40.801754, -73.93121)",EAST 125 STREET                 ,1 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3642854,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
