DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
03/01/2017,7:50,BROOKLYN,11237,40.714207,-73.92817,"(40.714207, -73.92817)",METROPOLITAN AVENUE             ,STEWART AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3624079,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/01/2017,7:50,BRONX,10453,40.857708,-73.9043,"(40.857708, -73.9043)",JEROME AVENUE                   ,BUCHANAN PLACE,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3624054,SPORT UTILITY / STATION WAGON,,,,
03/01/2017,7:45,,,40.710117,-73.81894,"(40.710117, -73.81894)",MAIN STREET                     ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3623828,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/01/2017,7:40,MANHATTAN,10023,40.77353,-73.98534,"(40.77353, -73.98534)",AMSTERDAM AVENUE                ,WEST 64 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3623948,PASSENGER VEHICLE,,,,
03/01/2017,7:36,,,40.66755,-73.773575,"(40.66755, -73.773575)",,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Following Too Closely,,,,3624118,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/01/2017,7:35,MANHATTAN,10016,40.750904,-73.98068,"(40.750904, -73.98068)",EAST 39 STREET                  ,MADISON AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3625663,,,,,
03/01/2017,7:35,MANHATTAN,10031,40.822643,-73.953224,"(40.822643, -73.953224)",WEST 139 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3624177,PASSENGER VEHICLE,PICK-UP TRUCK,,,
03/01/2017,7:35,MANHATTAN,10016,40.738197,-73.97499,"(40.738197, -73.97499)",,,435       EAST 26 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3624512,,,,,
03/01/2017,7:35,BROOKLYN,11221,40.687077,-73.92355,"(40.687077, -73.92355)",RALPH AVENUE                    ,PUTNAM AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3624747,PASSENGER VEHICLE,,,,
03/01/2017,7:34,,,40.68354,-73.81065,"(40.68354, -73.81065)",111 AVENUE                      ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3623825,TAXI,PASSENGER VEHICLE,,,
