DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
07/07/2017,14:37,QUEENS,11428,40.71772,-73.737915,"(40.71772, -73.737915)",JAMAICA AVENUE                  ,217 STREET,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,3706979,,,,,
07/07/2017,14:37,BRONX,10459,40.820305,-73.89083,"(40.820305, -73.89083)",HUNTS POINT AVENUE              ,BRUCKNER BOULEVARD,,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,3707330,PASSENGER VEHICLE,,,,
07/07/2017,14:46,QUEENS,11101,40.74572,-73.95055,"(40.74572, -73.95055)",11 STREET                       ,46 ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3706723,SPORT UTILITY / STATION WAGON,,,,
07/07/2017,14:50,,,,,,VANWYCK EXPRESSWAY              ,FOCH BOULEVARD,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3706845,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
07/07/2017,14:50,,,40.72707,-73.75457,"(40.72707, -73.75457)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3710895,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
07/07/2017,14:50,BROOKLYN,11212,,,,BOYLAND STREET                  ,BLAKE AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3706809,SPORT UTILITY / STATION WAGON,TAXI,,,
07/07/2017,14:50,,,40.764988,-73.82067,"(40.764988, -73.82067)",NORTHERN BOULEVARD              ,,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,3706691,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
07/07/2017,14:55,,,,,,WEST 52 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3708128,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
07/07/2017,14:59,,,40.789684,-73.94815,"(40.789684, -73.94815)",EAST 102 STREET                 ,,,2,0,2,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3708771,PASSENGER VEHICLE,TAXI,,,
07/07/2017,15:00,BRONX,10462,40.843903,-73.85756,"(40.843903, -73.85756)",,,1615      BRONXDALE AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3707469,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/07/2017,15:00,BRONX,10468,40.86864,-73.90217,"(40.86864, -73.90217)",,,119       WEST KINGSBRIDGE ROAD         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3706918,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/07/2017,15:00,BROOKLYN,11206,40.706207,-73.93277,"(40.706207, -73.93277)",,,18        HARRISON PLACE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3706761,SPORT UTILITY / STATION WAGON,,,,
07/07/2017,15:00,QUEENS,11357,40.774746,-73.79291,"(40.774746, -73.79291)",UTOPIA PARKWAY                  ,24 ROAD,,0,0,0,0,0,0,0,0,Turning Improperly,,,,,3706694,PASSENGER VEHICLE,,,,
07/07/2017,15:00,QUEENS,11377,40.74104,-73.90042,"(40.74104, -73.90042)",,,65-02     QUEENS BOULEVARD              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3706724,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
07/07/2017,15:00,QUEENS,11427,40.732536,-73.765564,"(40.732536, -73.765564)",CLEARVIEW EXPRESSWAY            ,UNION TURNPIKE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3706779,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/07/2017,15:00,QUEENS,11428,40.723892,-73.74327,"(40.723892, -73.74327)",91 AVENUE                       ,217 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3706716,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/07/2017,15:00,QUEENS,11432,40.706738,-73.80429,"(40.706738, -73.80429)",,,87-86     153 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3707141,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/07/2017,15:00,QUEENS,11432,40.704144,-73.80305,"(40.704144, -73.80305)",,,90-15     153 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3706897,PASSENGER VEHICLE,,,,
07/07/2017,15:00,,,40.667366,-73.77181,"(40.667366, -73.77181)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3706775,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
07/07/2017,15:00,,,40.844883,-73.907295,"(40.844883, -73.907295)",,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3707121,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
07/07/2017,15:05,,,40.80111,-73.965225,"(40.80111, -73.965225)",WEST 107 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3708090,PASSENGER VEHICLE,TAXI,,,
07/07/2017,15:09,MANHATTAN,10033,40.85319,-73.93851,"(40.85319, -73.93851)",,,156       PINEHURST AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3707818,PASSENGER VEHICLE,,,,
07/07/2017,15:10,BROOKLYN,11234,40.61685,-73.92276,"(40.61685, -73.92276)",AVENUE O                        ,EAST 54 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3708626,PASSENGER VEHICLE,,,,
07/07/2017,15:10,QUEENS,11101,40.751434,-73.94725,"(40.751434, -73.94725)",43 AVENUE                       ,12 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3714280,PASSENGER VEHICLE,,,,
07/07/2017,15:10,,,40.854874,-73.916794,"(40.854874, -73.916794)",WEST BURNSIDE AVENUE            ,SEDGWICK AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3710168,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
07/07/2017,15:15,MANHATTAN,10001,,,,12 AVENUE                       ,WEST 28 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3707712,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/07/2017,15:15,MANHATTAN,10016,40.749046,-73.98203,"(40.749046, -73.98203)",EAST 36 STREET                  ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Accelerator Defective,Unspecified,,,,3707442,PASSENGER VEHICLE,,,,
